# Sensor Howard St. & 6th St. (BC), San Francisco, United States of America (Clarity/dcdbk0901)
# https://aqicn.org/station/@525955/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2025-06-18T00:00:00.000Z,4.74,6.34,5.75,5.5,6.02,0.404,24
2025-06-19T00:00:00.000Z,6.69,9.61,8.71,8.19,9.05,0.636,24
2025-06-20T00:00:00.000Z,6.56,9.03,8.25,7.92,8.61,0.56,24
2025-06-21T00:00:00.000Z,4.92,7.78,6.45,5.48,7.17,0.924,24
2025-06-22T00:00:00.000Z,6.06,9.89,6.98,6.5,7.86,1.014,24
2025-06-23T00:00:00.000Z,6.37,7.93,6.84,6.5,7.23,0.456,16
2025-06-28T00:00:00.000Z,4.86,7.16,5.32,5.21,5.73,0.735,19
2025-06-29T00:00:00.000Z,2.54,5.77,3.91,3.12,5.3,1.121,24
2025-06-30T00:00:00.000Z,2.83,6.69,3.99,3.29,5.55,1.28,24
2025-07-01T00:00:00.000Z,3.39,6.82,4.28,3.75,5.85,1.154,24
2025-07-02T00:00:00.000Z,3.17,7.04,3.85,3.36,5.48,1.19,24
2025-07-03T00:00:00.000Z,5.39,9.38,7.6,6.05,8.55,1.361,24
2025-07-04T00:00:00.000Z,5.07,6.3,5.97,5.59,6.25,0.371,24
2025-07-05T00:00:00.000Z,4.97,11.07,5.96,5.65,6.73,1.63,24
2025-07-06T00:00:00.000Z,5.03,6.71,6.28,5.44,6.49,0.57,24
2025-07-07T00:00:00.000Z,2.97,6.5,4.33,3.81,5.94,1.143,24
2025-07-08T00:00:00.000Z,3.06,4.43,3.99,3.28,4.17,0.485,24
2025-07-09T00:00:00.000Z,3.08,4.04,3.36,3.22,3.53,0.251,24
2025-07-10T00:00:00.000Z,2.9,6.51,4.55,4.03,5.17,0.985,24
2025-07-11T00:00:00.000Z,4.33,7.81,5.78,5.28,6.59,0.927,24
2025-07-12T00:00:00.000Z,3.08,7.55,4.51,3.49,6.21,1.486,24
2025-07-13T00:00:00.000Z,3.07,6.35,3.68,3.42,5.72,1.211,24
2025-07-14T00:00:00.000Z,2.34,5.85,3.7,2.9,4.26,0.897,24
2025-07-15T00:00:00.000Z,2.37,11.56,3.15,2.96,4.09,1.91,24
2025-07-16T00:00:00.000Z,2.58,7.38,3.08,2.86,5.84,1.67,24
2025-07-17T00:00:00.000Z,2.84,3.51,3.24,3,3.33,0.195,24
2025-07-18T00:00:00.000Z,3.2,5.09,3.91,3.42,4.47,0.604,24
2025-07-19T00:00:00.000Z,3.47,5.64,4.8,4.28,5.18,0.578,24
2025-07-20T00:00:00.000Z,2.56,7.91,4.4,3.61,6.1,1.57,24
2025-07-21T00:00:00.000Z,2.39,8.05,4.98,2.91,7.51,2.149,24
2025-07-22T00:00:00.000Z,3.23,4.11,3.62,3.49,3.78,0.21,24
2025-07-23T00:00:00.000Z,2.64,4.38,3.02,2.87,3.9,0.566,24
2025-07-24T00:00:00.000Z,3.03,3.72,3.16,3.09,3.35,0.204,24
2025-07-25T00:00:00.000Z,2.25,3.63,3.1,2.48,3.46,0.478,24
2025-07-26T00:00:00.000Z,2.83,3.95,3.31,3.19,3.38,0.251,24
2025-07-27T00:00:00.000Z,2.37,4.88,3.01,2.74,3.37,0.715,24
2025-07-28T00:00:00.000Z,3.97,6.29,4.55,4.21,5.46,0.755,24
2025-07-29T00:00:00.000Z,5.63,6.37,5.99,5.76,6.14,0.221,24
2025-07-30T00:00:00.000Z,5.03,6.46,5.92,5.37,6.06,0.411,24
2025-07-31T00:00:00.000Z,2.56,6.37,5.18,3.43,5.79,1.285,24
2025-08-01T00:00:00.000Z,2.37,4.76,3.23,2.79,4.34,0.81,24
2025-08-02T00:00:00.000Z,2.79,5.95,3.5,2.93,4.95,1.118,24
2025-08-03T00:00:00.000Z,3.85,8.25,7.73,6.39,8.07,1.347,24
2025-08-04T00:00:00.000Z,6.37,7.88,7.51,7.12,7.74,0.445,24
2025-08-05T00:00:00.000Z,6.27,6.68,6.4,6.35,6.56,0.128,24
2025-08-06T00:00:00.000Z,6.31,7.19,6.5,6.44,6.81,0.281,24
2025-08-07T00:00:00.000Z,3.59,6.18,5.87,3.9,6.09,1.071,24
2025-08-08T00:00:00.000Z,4.17,8.19,7.48,7.25,7.87,0.937,24
2025-08-09T00:00:00.000Z,4.32,9.11,5.8,4.93,8.38,1.778,24
2025-08-10T00:00:00.000Z,3.07,7.2,4.44,3.51,5.85,1.377,24
2025-08-11T00:00:00.000Z,3.44,7.01,5.19,4.92,6.59,1.08,24
2025-08-12T00:00:00.000Z,4.12,7.34,5.81,4.94,6.4,0.925,24
2025-08-13T00:00:00.000Z,2.8,5.59,3.52,2.96,4.54,0.944,24
2025-08-14T00:00:00.000Z,2.12,5.05,2.47,2.23,3.24,0.848,24
2025-08-15T00:00:00.000Z,4.76,7.51,7.18,5.92,7.41,0.881,24
2025-08-16T00:00:00.000Z,1.83,4.55,2.46,1.95,3.32,0.882,24
2025-08-17T00:00:00.000Z,2.91,5.34,4.5,3.93,4.94,0.719,24
2025-08-18T00:00:00.000Z,4.59,5.91,4.9,4.71,5.17,0.369,24
2025-08-19T00:00:00.000Z,4.7,5.84,5.61,5.15,5.81,0.385,24
2025-08-20T00:00:00.000Z,5.73,7.87,6.27,6.04,7.22,0.693,24
2025-08-21T00:00:00.000Z,7.36,9.41,8.41,8.28,9.18,0.596,24
2025-08-22T00:00:00.000Z,5.62,10.71,8.19,6.65,10.28,1.897,24
2025-08-23T00:00:00.000Z,3.44,7.31,4.57,3.85,6.61,1.384,24
2025-08-24T00:00:00.000Z,3.35,7.04,4.15,3.79,6.23,1.314,24
2025-08-25T00:00:00.000Z,3.47,6.09,4.38,3.69,5.39,0.879,24
2025-08-26T00:00:00.000Z,5.31,7.43,7.24,7.08,7.32,0.53,24
2025-08-27T00:00:00.000Z,7.23,8.38,8.02,7.47,8.32,0.448,24
2025-08-28T00:00:00.000Z,4.93,8.33,6.31,5.76,8.14,1.153,24
2025-08-29T00:00:00.000Z,4.59,7.03,5.33,4.79,6.65,0.919,24
2025-08-30T00:00:00.000Z,6.08,8.76,7.27,6.81,8.32,0.854,24
2025-08-31T00:00:00.000Z,7.62,9.47,9,8.68,9.21,0.468,24
2025-09-01T00:00:00.000Z,4.72,8.86,6.9,5.67,8.18,1.393,24
2025-09-02T00:00:00.000Z,5.42,8.25,7.86,6.22,8.19,1.038,24
2025-09-03T00:00:00.000Z,5.16,6.35,5.96,5.94,6.12,0.254,24
2025-09-04T00:00:00.000Z,2.84,5.96,4.18,3.22,5.35,1.102,24
2025-09-05T00:00:00.000Z,3.28,5.32,3.51,3.43,4.41,0.635,24
2025-09-06T00:00:00.000Z,3.85,7.25,5.9,4.38,6.76,1.187,24
2025-09-07T00:00:00.000Z,5.16,6.52,5.8,5.56,6.11,0.353,24
2025-09-08T00:00:00.000Z,2.31,5.13,3.56,2.65,4.84,1.079,24
2025-09-09T00:00:00.000Z,3.38,4.05,3.64,3.55,3.9,0.202,24
2025-09-10T00:00:00.000Z,2.72,5.17,3.23,3.02,4.09,0.657,24
2025-09-11T00:00:00.000Z,5.44,7.88,7.18,7.06,7.29,0.463,24
2025-09-12T00:00:00.000Z,6.54,7.69,7.4,6.72,7.64,0.427,24
2025-09-13T00:00:00.000Z,5.05,6.44,5.82,5.62,6.01,0.291,24
2025-09-14T00:00:00.000Z,3.86,4.78,4.29,4.05,4.51,0.263,24
2025-09-15T00:00:00.000Z,2.87,9.23,4.59,3.24,8.33,2.416,24
2025-09-16T00:00:00.000Z,4.59,6.66,5.63,5.41,5.9,0.544,24
2025-09-17T00:00:00.000Z,3.75,6.96,5.34,4.33,6.31,1.084,24
2025-09-18T00:00:00.000Z,5.5,6.99,6.64,6.32,6.8,0.424,24
2025-09-19T00:00:00.000Z,4.47,8.51,6.86,5.64,7.75,1.229,24
2025-09-20T00:00:00.000Z,4.99,7.46,7.03,6.49,7.12,0.592,24
2025-09-21T00:00:00.000Z,3.25,6.71,5.91,4.5,6.45,1.144,24
2025-09-22T00:00:00.000Z,5.88,8.19,6.6,6.45,7.63,0.726,24
2025-09-23T00:00:00.000Z,7.63,10.55,8.94,7.88,10.07,1.029,24
2025-09-24T00:00:00.000Z,7.24,9.06,8.4,7.63,8.86,0.625,24
2025-09-25T00:00:00.000Z,7.23,9.89,8.23,7.78,9.07,0.723,24
2025-09-26T00:00:00.000Z,8.78,12.99,9.41,9.19,11.2,1.228,24
2025-09-27T00:00:00.000Z,8.72,16.29,12.98,10.33,14.9,2.533,24
2025-09-28T00:00:00.000Z,7.94,22.96,14.56,10.44,19.04,4.886,24
2025-09-29T00:00:00.000Z,3.87,10.07,6.96,5.26,8.14,1.8,24
2025-09-30T00:00:00.000Z,3.35,7.29,4.05,3.74,5.51,1.241,24
2025-10-01T00:00:00.000Z,3.32,4.3,3.6,3.53,3.89,0.267,24
2025-10-02T00:00:00.000Z,3.15,4.97,4.01,3.67,4.43,0.483,24
2025-10-03T00:00:00.000Z,3.6,5.72,4.26,3.92,4.63,0.582,24
